NHI,preferredName,dateOfBirth,eMail,phone,preferredContactMethod
LTH1789,Shan  ,1924-07-10,LTH1789@havemydata.nz,7121801,text
LTM1793,Leora  ,1980-03-10,LTM1793@havemydata.nz,8571805,phone
LTG1797,Larraine  ,1945-09-02,LTG1797@havemydata.nz,8951809,text
LTB1801,Carter  ,1983-10-16,LTB1801@havemydata.nz,8821813,text
LTF1805,Brigid  ,1918-08-30,LTF1805@havemydata.nz,7811817,text
LTL1809,Emogene  ,1929-09-13,LTL1809@havemydata.nz,6961821,text
LTU1813,Daisey  ,1956-07-01,LTU1813@havemydata.nz,6991825,phone
LTU1817,Naomi  ,1967-08-07,LTU1817@havemydata.nz,7041829,text
LTS1821,Shan  ,1944-09-24,LTS1821@havemydata.nz,7571833,phone
LTI1825,Angila  ,1936-12-09,LTI1825@havemydata.nz,7171837,phone
LTZ1829,Venetta  ,1924-05-29,LTZ1829@havemydata.nz,8721841,email
LTO1833,Glennie  ,1984-06-17,LTO1833@havemydata.nz,7981845,phone
LTY1837,Delorse  ,1926-03-17,LTY1837@havemydata.nz,8821849,phone
LUA1841,Mae  ,1977-11-24,LUA1841@havemydata.nz,8411853,text
LUC1845,Naomi  ,1959-10-18,LUC1845@havemydata.nz,7541857,text
LUT1849,Gena  ,1953-04-16,LUT1849@havemydata.nz,7991861,text
LUE1853,Santa  ,1927-02-19,LUE1853@havemydata.nz,7031865,text
LUP1857,Judi  ,1968-06-14,LUP1857@havemydata.nz,8781869,text
LUH1861,Fredda  ,1985-03-29,LUH1861@havemydata.nz,8121873,phone
LUL1865,Marietta  ,1940-07-31,LUL1865@havemydata.nz,6661877,phone
LUO1869,Andera  ,1947-08-03,LUO1869@havemydata.nz,8311881,text
LUC1873,Andera  ,1946-07-14,LUC1873@havemydata.nz,8931885,phone
LUV1877,Brigid  ,1975-08-23,LUV1877@havemydata.nz,7131889,text
LUX1881,Latosha  ,1935-12-17,LUX1881@havemydata.nz,7951893,phone
LUS1885,Shan  ,1937-02-11,LUS1885@havemydata.nz,7211897,phone
LUR1889,Max  ,1931-03-14,LUR1889@havemydata.nz,7331901,phone
LUU1893,Angila  ,1946-02-17,LUU1893@havemydata.nz,6681905,text
LUI1897,Delorse  ,1929-04-05,LUI1897@havemydata.nz,7781909,text
LUK1901,Nakisha  ,1920-03-24,LUK1901@havemydata.nz,7481913,phone
LUI1905,Josephina  ,1971-10-18,LUI1905@havemydata.nz,6771917,phone
LUS1909,Daisey  ,1970-02-04,LUS1909@havemydata.nz,8031921,phone
LUH1913,Maxwell  ,1940-03-15,LUH1913@havemydata.nz,6751925,phone
LUJ1917,Kenya  ,1957-11-20,LUJ1917@havemydata.nz,9061929,text
LUN1921,Kenna  ,1962-07-03,LUN1921@havemydata.nz,8941933,phone
LUR1925,Josephina  ,1973-05-27,LUR1925@havemydata.nz,6941937,text
LUC1929,Daisey  ,1968-12-04,LUC1929@havemydata.nz,7291941,phone
LUO1933,Daisey  ,1964-06-28,LUO1933@havemydata.nz,7831945,text
LUJ1937,Salome  ,1925-11-19,LUJ1937@havemydata.nz,8621949,phone
LUN1941,Zita  ,1970-10-15,LUN1941@havemydata.nz,7391953,text
LVH1945,Kenya  ,1946-12-20,LVH1945@havemydata.nz,8111957,phone
LVM1949,Elma  ,1984-12-12,LVM1949@havemydata.nz,7311961,phone
LVZ1953,Mae  ,1960-06-30,LVZ1953@havemydata.nz,7421965,text
LVU1957,Kenya  ,1944-02-01,LVU1957@havemydata.nz,8451969,text
LVH1961,Kenya  ,1936-09-21,LVH1961@havemydata.nz,7891973,phone
LVL1965,Larraine  ,1947-11-26,LVL1965@havemydata.nz,8791977,text
LVC1969,Salome  ,1935-12-28,LVC1969@havemydata.nz,6991981,text
LVO1973,Shanell  ,1915-04-08,LVO1973@havemydata.nz,8911985,text
LVG1977,Yelena  ,1979-11-30,LVG1977@havemydata.nz,6681989,phone
LVU1981,Zita  ,1967-05-03,LVU1981@havemydata.nz,6721993,phone
LVQ1985,Salome  ,1913-01-29,LVQ1985@havemydata.nz,6891997,text
LVK1989,Tammara  ,1936-05-11,LVK1989@havemydata.nz,7862001,phone
LVR1993,Brock  ,1971-01-17,LVR1993@havemydata.nz,7132005,phone
LVR1997,Brock  ,1922-12-09,LVR1997@havemydata.nz,7532009,text
LVV2001,Mae  ,1943-03-25,LVV2001@havemydata.nz,7692013,phone
LVZ2005,Gena  ,1914-11-09,LVZ2005@havemydata.nz,8372017,phone
LVL2009,Tammara  ,1977-08-04,LVL2009@havemydata.nz,8762021,phone
LVL2013,Tyron  ,1968-10-23,LVL2013@havemydata.nz,8032025,text
LVE2017,Maxwell  ,1950-07-03,LVE2017@havemydata.nz,7992029,text
LVO2021,Gena  ,1986-01-27,LVO2021@havemydata.nz,8782033,text
LVX2025,Jesica  ,1983-03-26,LVX2025@havemydata.nz,8022037,phone
LVN2029,Zita  ,1927-05-24,LVN2029@havemydata.nz,8882041,text
LVF2033,Zita  ,1954-07-22,LVF2033@havemydata.nz,6722045,phone
LVS2037,Jan  ,1945-11-06,LVS2037@havemydata.nz,9072049,text
LVQ2041,Dorethea  ,1986-12-24,LVQ2041@havemydata.nz,7082053,text
LVT2045,Josephina  ,1966-01-14,LVT2045@havemydata.nz,6592057,text
LWI2049,Tyron  ,1983-04-02,LWI2049@havemydata.nz,6592061,phone
LWR2053,Gena  ,1950-07-13,LWR2053@havemydata.nz,8992065,phone
LWG2057,Sondra  ,1914-12-04,LWG2057@havemydata.nz,6662069,text
LWB2061,Yelena  ,1956-03-23,LWB2061@havemydata.nz,8062073,text
LWD2065,Salome  ,1972-12-14,LWD2065@havemydata.nz,8962077,text
LWB2069,Tammara  ,1922-05-08,LWB2069@havemydata.nz,7992081,text
LWH2073,Susann  ,1945-12-28,LWH2073@havemydata.nz,7892085,phone
LWX2077,Fredda  ,1984-03-27,LWX2077@havemydata.nz,6792089,text
LWH2081,Santa  ,1914-07-24,LWH2081@havemydata.nz,8722093,email
LWC2085,Cherie  ,1916-09-11,LWC2085@havemydata.nz,7762097,phone
LWK2089,Mae  ,1958-03-09,LWK2089@havemydata.nz,8462101,text
LWC2093,Helen  ,1953-01-21,LWC2093@havemydata.nz,7972105,text
LWJ2097,Venetta  ,1949-03-25,LWJ2097@havemydata.nz,6582109,phone
LWL2101,Kenya  ,1958-03-18,LWL2101@havemydata.nz,8292113,text
LWI2105,Maxwell  ,1986-06-09,LWI2105@havemydata.nz,7352117,text
LWW2109,Jan  ,1966-04-13,LWW2109@havemydata.nz,6992121,text
LWC2113,Max  ,1939-09-28,LWC2113@havemydata.nz,8462125,text
LWV2117,Emogene  ,1942-05-05,LWV2117@havemydata.nz,6722129,email
LWE2121,Tyron  ,1926-03-16,LWE2121@havemydata.nz,7932133,text
LWJ2125,Bea  ,1940-09-09,LWJ2125@havemydata.nz,6642137,text
LWD2129,Kenna  ,1916-10-31,LWD2129@havemydata.nz,8672141,phone
LWQ2133,Zita  ,1968-04-26,LWQ2133@havemydata.nz,8732145,phone
LWH2137,Mae  ,1922-09-01,LWH2137@havemydata.nz,7332149,text
LWU2141,Marietta  ,1950-07-22,LWU2141@havemydata.nz,7442153,email
LWR2145,Fredda  ,1967-11-25,LWR2145@havemydata.nz,8422157,text
LWO2149,Kenya  ,1927-07-15,LWO2149@havemydata.nz,6542161,text
LXG2153,Josephina  ,1921-03-15,LXG2153@havemydata.nz,7442165,phone
LXC2157,Lilla  ,1967-10-17,LXC2157@havemydata.nz,6672169,phone
LXR2161,Larraine  ,1964-08-23,LXR2161@havemydata.nz,8342173,phone
LXC2165,Naomi  ,1957-06-27,LXC2165@havemydata.nz,6542177,text
LXS2169,Max  ,1942-01-01,LXS2169@havemydata.nz,7772181,phone
LXX2173,Clora  ,1926-12-28,LXX2173@havemydata.nz,8692185,text
LXA2177,Carol  ,1945-03-10,LXA2177@havemydata.nz,8962189,text
LXS2181,Tyron  ,1963-01-20,LXS2181@havemydata.nz,7342193,phone
LXX2185,Helen  ,1980-12-21,LXX2185@havemydata.nz,6752197,phone
LXH2189,Naomi  ,1955-01-23,LXH2189@havemydata.nz,8922201,phone
LXD2193,Latosha  ,1911-10-16,LXD2193@havemydata.nz,8112205,text
LXG2197,Venetta  ,1970-08-18,LXG2197@havemydata.nz,7452209,phone
LXE2201,Glennie  ,1962-01-23,LXE2201@havemydata.nz,7772213,text
LXF2205,Naomi  ,1911-12-29,LXF2205@havemydata.nz,9032217,phone
LXD2209,Susann  ,1916-06-17,LXD2209@havemydata.nz,6782221,email
LXU2213,Jesica  ,1928-02-08,LXU2213@havemydata.nz,8062225,email
LXK2217,Carter  ,1987-04-25,LXK2217@havemydata.nz,8262229,phone
LXW2221,Fredda  ,1917-07-05,LXW2221@havemydata.nz,6842233,text
LXE2225,Brock  ,1949-09-05,LXE2225@havemydata.nz,7542237,text
LXC2229,Helen  ,1986-09-19,LXC2229@havemydata.nz,7192241,phone
LXZ2233,Latosha  ,1977-02-15,LXZ2233@havemydata.nz,7642245,text
LXZ2237,Nakisha  ,1911-09-07,LXZ2237@havemydata.nz,7632249,text
LXR2241,Dorethea  ,1931-07-20,LXR2241@havemydata.nz,8442253,text
LXN2245,Jan  ,1987-01-19,LXN2245@havemydata.nz,7272257,text
LXL2249,Elma  ,1933-01-26,LXL2249@havemydata.nz,6862261,phone
LXT2253,Helen  ,1939-07-28,LXT2253@havemydata.nz,7422265,text
LYU2257,Naomi  ,1975-04-28,LYU2257@havemydata.nz,8782269,text
LYJ2261,Marietta  ,1938-09-19,LYJ2261@havemydata.nz,7692273,text
LYD2265,Latosha  ,1971-12-17,LYD2265@havemydata.nz,7282277,phone
LYW2269,Shan  ,1978-12-18,LYW2269@havemydata.nz,7992281,text
LYT2273,Man  ,1963-04-29,LYT2273@havemydata.nz,6872285,text
LYJ2277,Brock  ,1966-06-07,LYJ2277@havemydata.nz,6892289,text
LYT2281,Tyron  ,1931-09-17,LYT2281@havemydata.nz,6822293,phone
LYH2285,Delorse  ,1985-10-05,LYH2285@havemydata.nz,8582297,text
LYE2289,Larraine  ,1962-01-07,LYE2289@havemydata.nz,7332301,phone
LYG2293,Lilla  ,1971-01-11,LYG2293@havemydata.nz,7482305,text
LYQ2297,Elma  ,1987-03-01,LYQ2297@havemydata.nz,7682309,phone
LYB2301,Daisey  ,1919-03-21,LYB2301@havemydata.nz,8652313,phone
LYE2305,Max  ,1979-10-01,LYE2305@havemydata.nz,8912317,text
LYC2309,Era  ,1921-12-18,LYC2309@havemydata.nz,7552321,text
LYN2313,Venetta  ,1971-05-30,LYN2313@havemydata.nz,8892325,text
LYS2317,Gena  ,1934-07-06,LYS2317@havemydata.nz,8852329,text
LYX2321,Emogene  ,1927-05-23,LYX2321@havemydata.nz,8932333,phone
LYY2325,Andera  ,1917-03-28,LYY2325@havemydata.nz,7652337,phone
LYW2329,Yelena  ,1965-10-16,LYW2329@havemydata.nz,7982341,phone
LYX2333,Glennie  ,1946-09-04,LYX2333@havemydata.nz,6822345,text
LYH2337,Ivana  ,1920-11-01,LYH2337@havemydata.nz,6712349,text
LYD2341,Nakisha  ,1972-10-23,LYD2341@havemydata.nz,8172353,phone
LYO2345,Bea  ,1937-05-06,LYO2345@havemydata.nz,8512357,phone
LYS2349,Helen  ,1927-12-06,LYS2349@havemydata.nz,9082361,phone
LYF2353,Carter  ,1936-11-04,LYF2353@havemydata.nz,7092365,phone
LYF2357,Bea  ,1956-03-05,LYF2357@havemydata.nz,7432369,text
LZS2361,Sondra  ,1925-10-24,LZS2361@havemydata.nz,8972373,phone
LZZ2365,Nakisha  ,1983-11-20,LZZ2365@havemydata.nz,8492377,text
LZA2369,Marietta  ,1948-12-16,LZA2369@havemydata.nz,8322381,text
LZS2373,Kenya  ,1923-08-29,LZS2373@havemydata.nz,7552385,phone
LZL2377,Kenna  ,1975-09-15,LZL2377@havemydata.nz,6582389,phone
LZN2381,Emogene  ,1921-09-07,LZN2381@havemydata.nz,7412393,text
LZP2385,Andera  ,1918-01-23,LZP2385@havemydata.nz,7212397,text
LZQ2389,Kenna  ,1971-02-21,LZQ2389@havemydata.nz,7912401,phone
LZD2393,Nakisha  ,1948-11-17,LZD2393@havemydata.nz,6592405,text
LZW2397,Brigid  ,1987-05-28,LZW2397@havemydata.nz,8552409,phone
LZL2401,Brigid  ,1945-02-06,LZL2401@havemydata.nz,8032413,text
LZP2405,Andera  ,1962-04-11,LZP2405@havemydata.nz,8532417,email
LZV2409,Jesica  ,1927-06-28,LZV2409@havemydata.nz,7192421,text
LZG2413,Glennie  ,1980-01-06,LZG2413@havemydata.nz,7812425,phone
LZU2417,Fredda  ,1964-08-03,LZU2417@havemydata.nz,8372429,phone
LZK2421,Helen  ,1955-09-03,LZK2421@havemydata.nz,9032433,text
LZN2425,Tyron  ,1950-02-18,LZN2425@havemydata.nz,7022437,text
LZW2429,Josephina  ,1933-01-08,LZW2429@havemydata.nz,8992441,phone
LZB2433,Maxwell  ,1964-09-06,LZB2433@havemydata.nz,7452445,text
LZB2437,Yelena  ,1912-10-09,LZB2437@havemydata.nz,6632449,phone
LZU2441,Dorethea  ,1944-06-14,LZU2441@havemydata.nz,7652453,text
LZS2445,Yelena  ,1931-03-02,LZS2445@havemydata.nz,8952457,text
LZD2449,Man  ,1911-12-11,LZD2449@havemydata.nz,7082461,phone
LZM2453,Delorse  ,1953-01-27,LZM2453@havemydata.nz,6732465,phone
LZN2457,Elma  ,1943-12-26,LZN2457@havemydata.nz,6542469,phone
LZF2461,Cherie  ,1960-09-13,LZF2461@havemydata.nz,6512473,text
MAE2465,Josephina  ,1975-02-22,MAE2465@havemydata.nz,8962477,phone
MAG2469,Shanell  ,1930-04-03,MAG2469@havemydata.nz,8832481,text
MAZ2473,Larraine  ,1980-09-27,MAZ2473@havemydata.nz,7122485,phone
MAI2477,Latosha  ,1983-01-17,MAI2477@havemydata.nz,7452489,phone
MAC2481,Fredda  ,1979-04-25,MAC2481@havemydata.nz,7742493,text
MAN2485,Ivana  ,1937-12-03,MAN2485@havemydata.nz,9082497,text
May-89,Man  ,1984-04-28,MAY2489@havemydata.nz,8862501,phone
MAM2493,Sondra  ,1941-05-22,MAM2493@havemydata.nz,6672505,phone
MAS2497,Carter  ,1938-12-25,MAS2497@havemydata.nz,7072509,text
MAG2501,Brigid  ,1946-12-09,MAG2501@havemydata.nz,8162513,phone
MAN2505,Susann  ,1926-08-08,MAN2505@havemydata.nz,6822517,phone
MAD2509,Lilla  ,1952-11-22,MAD2509@havemydata.nz,6782521,text
MAO2513,Kenya  ,1912-04-16,MAO2513@havemydata.nz,6732525,text
MAX2517,Man  ,1948-03-26,MAX2517@havemydata.nz,8572529,text
MAZ2521,Kenna  ,1984-09-27,MAZ2521@havemydata.nz,8152533,phone
May-25,Clora  ,1913-08-19,MAY2525@havemydata.nz,9082537,text
MAN2529,Naomi  ,1923-10-02,MAN2529@havemydata.nz,8972541,text
MAI2533,Yelena  ,1955-07-21,MAI2533@havemydata.nz,6872545,phone
MAP2537,Judi  ,1949-08-24,MAP2537@havemydata.nz,8072549,phone
MAH2541,Latosha  ,1974-02-01,MAH2541@havemydata.nz,7832553,text
MAV2545,Josephina  ,1911-07-31,MAV2545@havemydata.nz,7552557,text
MAV2549,Tammara  ,1922-07-14,MAV2549@havemydata.nz,8452561,text
MAB2553,Ivana  ,1929-12-19,MAB2553@havemydata.nz,7732565,phone
MAU2557,Tammara  ,1915-06-04,MAU2557@havemydata.nz,6772569,phone
MAS2561,Tyron  ,1965-03-21,MAS2561@havemydata.nz,8062573,text
MAL2565,Bea  ,1921-02-13,MAL2565@havemydata.nz,8872577,text
MBI2569,Andera  ,1959-11-29,MBI2569@havemydata.nz,7392581,text
MBB2573,Venetta  ,1918-07-13,MBB2573@havemydata.nz,6512585,text
MBA2577,Susann  ,1977-11-03,MBA2577@havemydata.nz,8782589,text
MBM2581,Carter  ,1963-10-10,MBM2581@havemydata.nz,8612593,phone
MBM2585,Clora  ,1969-01-01,MBM2585@havemydata.nz,6792597,phone
MBZ2589,Bea  ,1986-04-11,MBZ2589@havemydata.nz,6712601,text
MBF2593,Man  ,1930-12-26,MBF2593@havemydata.nz,6782605,email
MBH2597,Clora  ,1954-08-21,MBH2597@havemydata.nz,7822609,text
MBI2601,Venetta  ,1955-01-13,MBI2601@havemydata.nz,9022613,text
MBO2605,Venetta  ,1915-07-01,MBO2605@havemydata.nz,8242617,phone
MBO2609,Helen  ,1955-04-04,MBO2609@havemydata.nz,6582621,phone
MBP2613,Clora  ,1981-08-26,MBP2613@havemydata.nz,8392625,text
MBG2617,Fredda  ,1984-02-15,MBG2617@havemydata.nz,7922629,text
MBR2621,Helen  ,1914-10-23,MBR2621@havemydata.nz,8952633,email
MBN2625,Tyron  ,1986-09-22,MBN2625@havemydata.nz,7662637,text
MBL2629,Cherie  ,1965-03-25,MBL2629@havemydata.nz,7622641,phone
MBC2633,Tyron  ,1920-12-06,MBC2633@havemydata.nz,7872645,text
MBV2637,Brigid  ,1966-12-18,MBV2637@havemydata.nz,7412649,email
MBM2641,Sondra  ,1917-10-18,MBM2641@havemydata.nz,8432653,text
MBO2645,Kenna  ,1929-06-27,MBO2645@havemydata.nz,7082657,text
MBF2649,Emogene  ,1970-05-24,MBF2649@havemydata.nz,6592661,phone
MBF2653,Helen  ,1978-01-18,MBF2653@havemydata.nz,7182665,phone
MBR2657,Gena  ,1944-09-27,MBR2657@havemydata.nz,7732669,phone
MBG2661,Brock  ,1937-01-11,MBG2661@havemydata.nz,8282673,phone
MBO2665,Marietta  ,1931-08-09,MBO2665@havemydata.nz,6942677,text
MBE2669,Bea  ,1941-08-21,MBE2669@havemydata.nz,7122681,text
MCY2673,Dorethea  ,1916-08-06,MCY2673@havemydata.nz,6642685,email
MCZ2677,Nakisha  ,1919-12-23,MCZ2677@havemydata.nz,7632689,phone
MCC2681,Santa  ,1975-07-28,MCC2681@havemydata.nz,8172693,phone
MCO2685,Susann  ,1966-04-12,MCO2685@havemydata.nz,7242697,phone
MCN2689,Brigid  ,1921-09-29,MCN2689@havemydata.nz,6842701,phone
MCE2693,Tyron  ,1914-03-16,MCE2693@havemydata.nz,6622705,phone
MCJ2697,Jesica  ,1971-02-21,MCJ2697@havemydata.nz,8052709,text
MCS2701,Andera  ,1987-05-22,MCS2701@havemydata.nz,7442713,phone
MCV2705,Kenna  ,1947-04-07,MCV2705@havemydata.nz,9042717,text
MCS2709,Daisey  ,1984-01-08,MCS2709@havemydata.nz,6982721,text
MCE2713,Shanell  ,1976-02-24,MCE2713@havemydata.nz,7752725,text
MCY2717,Leora  ,1929-07-14,MCY2717@havemydata.nz,7552729,text
MCC2721,Kenya  ,1932-12-18,MCC2721@havemydata.nz,7722733,phone
MCK2725,Carol  ,1915-10-09,MCK2725@havemydata.nz,7242737,text
MCP2729,Shanell  ,1976-12-03,MCP2729@havemydata.nz,7262741,text
MCU2733,Yelena  ,1953-12-30,MCU2733@havemydata.nz,7932745,phone
MCR2737,Kenna  ,1948-05-17,MCR2737@havemydata.nz,7112749,phone
MCN2741,Josephina  ,1928-08-10,MCN2741@havemydata.nz,7382753,text
MCE2745,Mae  ,1981-03-11,MCE2745@havemydata.nz,7762757,phone
MCO2749,Carol  ,1978-05-31,MCO2749@havemydata.nz,7952761,phone
MCD2753,Lilla  ,1955-07-26,MCD2753@havemydata.nz,7022765,phone
MCT2757,Tyron  ,1932-11-15,MCT2757@havemydata.nz,6532769,text
MCU2761,Santa  ,1977-11-27,MCU2761@havemydata.nz,6872773,phone
MCW2765,Bea  ,1929-10-29,MCW2765@havemydata.nz,8362777,phone
MCN2769,Elma  ,1917-10-15,MCN2769@havemydata.nz,8572781,phone
MCK2773,Daisey  ,1938-02-02,MCK2773@havemydata.nz,7132785,text
MDD2777,Elma  ,1942-07-03,MDD2777@havemydata.nz,7362789,text
MDX2781,Shan  ,1981-11-27,MDX2781@havemydata.nz,7212793,text
MDP2785,Kenna  ,1972-12-01,MDP2785@havemydata.nz,8912797,email
MDX2789,Kenna  ,1967-05-02,MDX2789@havemydata.nz,6592801,phone
MDW2793,Latosha  ,1949-04-11,MDW2793@havemydata.nz,7162805,phone
MDJ2797,Venetta  ,1980-07-29,MDJ2797@havemydata.nz,8082809,text
MDH2801,Salome  ,1933-09-02,MDH2801@havemydata.nz,8152813,text
MDP2805,Sondra  ,1951-08-07,MDP2805@havemydata.nz,8122817,text
MDA2809,Jan  ,1968-08-24,MDA2809@havemydata.nz,9062821,phone
MDP2813,Leora  ,1945-07-01,MDP2813@havemydata.nz,8812825,phone
MDF2817,Kenya  ,1973-06-30,MDF2817@havemydata.nz,8852829,text
MDS2821,Judi  ,1953-07-17,MDS2821@havemydata.nz,8032833,phone
MDZ2825,Judi  ,1946-06-09,MDZ2825@havemydata.nz,8822837,text
MDV2829,Salome  ,1981-08-12,MDV2829@havemydata.nz,8252841,text
MDF2833,Jan  ,1924-09-12,MDF2833@havemydata.nz,8342845,phone
MDK2837,Carter  ,1916-04-02,MDK2837@havemydata.nz,7112849,text
MDL2841,Bea  ,1943-04-09,MDL2841@havemydata.nz,7382853,text
MDJ2845,Max  ,1981-03-09,MDJ2845@havemydata.nz,6882857,phone
MDM2849,Kenna  ,1956-09-11,MDM2849@havemydata.nz,8412861,text
MDY2853,Venetta  ,1915-02-01,MDY2853@havemydata.nz,8062865,text
MDZ2857,Zita  ,1961-03-09,MDZ2857@havemydata.nz,8212869,text
MDG2861,Leora  ,1975-09-06,MDG2861@havemydata.nz,6862873,text
MDR2865,Kenya  ,1962-07-22,MDR2865@havemydata.nz,9092877,text
MDJ2869,Tammara  ,1934-05-15,MDJ2869@havemydata.nz,7022881,text
MDD2873,Todd  ,1945-10-11,MDD2873@havemydata.nz,7142885,phone
MDE2877,Tammara  ,1916-06-08,MDE2877@havemydata.nz,7232889,phone
MEQ2881,Tyron  ,1954-10-11,MEQ2881@havemydata.nz,7232893,phone
MEH2885,Judi  ,1928-02-22,MEH2885@havemydata.nz,8172897,phone
MEY2889,Yelena  ,1928-03-21,MEY2889@havemydata.nz,7962901,phone
MEP2893,Latosha  ,1947-05-19,MEP2893@havemydata.nz,6812905,text
MEV2897,Latosha  ,1913-09-09,MEV2897@havemydata.nz,6852909,text
MED2901,Venetta  ,1945-03-20,MED2901@havemydata.nz,7812913,text
MEU2905,Venetta  ,1978-03-28,MEU2905@havemydata.nz,7872917,text
MEY2909,Judi  ,1945-05-29,MEY2909@havemydata.nz,8882921,text
MEI2913,Kenya  ,1919-02-22,MEI2913@havemydata.nz,7132925,phone
MEO2917,Josephina  ,1943-06-12,MEO2917@havemydata.nz,7642929,text
MEV2921,Tyron  ,1968-03-09,MEV2921@havemydata.nz,7982933,text
MEL2925,Era  ,1918-01-31,MEL2925@havemydata.nz,8282937,text
MEH2929,Jan  ,1959-11-04,MEH2929@havemydata.nz,7222941,text
MEW2933,Man  ,1950-06-11,MEW2933@havemydata.nz,6772945,phone
MEF2937,Dorethea  ,1983-09-11,MEF2937@havemydata.nz,7542949,phone
MET2941,Yelena  ,1966-07-04,MET2941@havemydata.nz,7722953,phone
MEU2945,Cherie  ,1961-11-30,MEU2945@havemydata.nz,8462957,text
MEN2949,Shan  ,1915-12-29,MEN2949@havemydata.nz,6872961,phone
MEY2953,Carter  ,1968-03-16,MEY2953@havemydata.nz,6692965,phone
MEL2957,Leora  ,1957-12-11,MEL2957@havemydata.nz,7282969,text
MED2961,Carol  ,1987-02-28,MED2961@havemydata.nz,8792973,email
MEM2965,Nakisha  ,1936-10-16,MEM2965@havemydata.nz,8592977,text
MEV2969,Salome  ,1945-02-25,MEV2969@havemydata.nz,8062981,text
MEC2973,Sondra  ,1915-07-06,MEC2973@havemydata.nz,6792985,phone
MEW2977,Emogene  ,1921-11-18,MEW2977@havemydata.nz,8622989,phone
MEI2981,Daisey  ,1942-03-13,MEI2981@havemydata.nz,9022993,phone
MFP2985,Jesica  ,1938-09-08,MFP2985@havemydata.nz,6622997,text
MFX2989,Maxwell  ,1935-01-29,MFX2989@havemydata.nz,7863001,text
MFW2993,Leora  ,1948-08-02,MFW2993@havemydata.nz,7433005,phone
MFS2997,Mae  ,1957-06-04,MFS2997@havemydata.nz,7863009,phone
MFI3001,Cherie  ,1987-01-07,MFI3001@havemydata.nz,7273013,phone
MFE3005,Nakisha  ,1932-10-13,MFE3005@havemydata.nz,8943017,phone
MFG3009,Era  ,1957-05-04,MFG3009@havemydata.nz,9043021,phone
MFU3013,Marietta  ,1963-01-20,MFU3013@havemydata.nz,8813025,text
MFU3017,Sondra  ,1943-10-16,MFU3017@havemydata.nz,7063029,phone
MFJ3021,Helen  ,1949-08-04,MFJ3021@havemydata.nz,7063033,email
MFY3025,Shanell  ,1953-01-29,MFY3025@havemydata.nz,7463037,text
MFI3029,Shan  ,1917-02-22,MFI3029@havemydata.nz,7523041,text
MFJ3033,Max  ,1957-04-02,MFJ3033@havemydata.nz,7933045,text
MFC3037,Elma  ,1965-06-23,MFC3037@havemydata.nz,7093049,text
MFH3041,Kenna  ,1983-02-12,MFH3041@havemydata.nz,7523053,text
MFZ3045,Brigid  ,1977-03-20,MFZ3045@havemydata.nz,7753057,text
MFD3049,Zita  ,1964-10-01,MFD3049@havemydata.nz,7773061,text
MFH3053,Todd  ,1919-08-06,MFH3053@havemydata.nz,8533065,phone
MFS3057,Elma  ,1934-12-12,MFS3057@havemydata.nz,7933069,phone
MFT3061,Jan  ,1939-11-26,MFT3061@havemydata.nz,7093073,text
MFV3065,Emogene  ,1966-09-14,MFV3065@havemydata.nz,8333077,text
MFT3069,Sondra  ,1975-04-26,MFT3069@havemydata.nz,8823081,text
MFJ3073,Naomi  ,1967-04-07,MFJ3073@havemydata.nz,8793085,phone
MFZ3077,Ivana  ,1928-03-28,MFZ3077@havemydata.nz,8733089,text
MFM3081,Shan  ,1929-03-24,MFM3081@havemydata.nz,7693093,text
MFM3085,Sondra  ,1967-08-10,MFM3085@havemydata.nz,8983097,phone
MGA3089,Todd  ,1950-03-30,MGA3089@havemydata.nz,8643101,text
MGC3093,Todd  ,1964-08-24,MGC3093@havemydata.nz,8983105,text
MGG3097,Era  ,1953-01-18,MGG3097@havemydata.nz,7213109,phone
MGN3101,Tyron  ,1971-08-13,MGN3101@havemydata.nz,8553113,phone
MGY3105,Era  ,1983-04-02,MGY3105@havemydata.nz,7733117,phone
MGW3109,Angila  ,1965-07-31,MGW3109@havemydata.nz,8213121,text
MGE3113,Emogene  ,1969-08-02,MGE3113@havemydata.nz,7093125,text
MGM3117,Man  ,1967-01-25,MGM3117@havemydata.nz,8483129,text
MGT3121,Josephina  ,1973-07-31,MGT3121@havemydata.nz,7933133,text
MGO3125,Todd  ,1976-06-16,MGO3125@havemydata.nz,7643137,text
MGD3129,Daisey  ,1947-12-25,MGD3129@havemydata.nz,7523141,text
MGD3133,Kenya  ,1985-12-31,MGD3133@havemydata.nz,8273145,text
MGX3137,Fredda  ,1973-01-22,MGX3137@havemydata.nz,8573149,phone
MGK3141,Nakisha  ,1962-11-24,MGK3141@havemydata.nz,7473153,phone
MGZ3145,Delorse  ,1967-09-28,MGZ3145@havemydata.nz,7263157,phone
MGH3149,Leora  ,1981-05-05,MGH3149@havemydata.nz,8083161,email
MGN3153,Clora  ,1929-08-11,MGN3153@havemydata.nz,9013165,phone
MGL3157,Sondra  ,1913-09-27,MGL3157@havemydata.nz,7113169,phone
MGL3161,Elma  ,1913-07-04,MGL3161@havemydata.nz,8053173,text
MGB3165,Venetta  ,1979-08-25,MGB3165@havemydata.nz,8013177,phone
MGE3169,Tyron  ,1947-12-19,MGE3169@havemydata.nz,8953181,text
MGC3173,Helen  ,1949-08-09,MGC3173@havemydata.nz,7033185,text
